C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_45_343.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_45_343.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_45_343.jpg,0,0,0,2.645647E-06
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_45_409.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_45_409.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_45_409.jpg,0,0,0,1.749458E-05
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_45_480.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_45_480.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_45_480.jpg,0,0,0,1.204285E-05
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_45_550.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_45_550.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_45_550.jpg,0,0,0,5.36802E-07
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_45_618.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_45_618.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_45_618.jpg,0,0,0,7.531476E-06
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_45_687.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_45_687.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_45_687.jpg,0,0,0,1.233018E-05
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_45_759.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_45_759.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_45_759.jpg,0,0.2991399,0,0.135358
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_45_830.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_45_830.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_45_830.jpg,0,0.4687977,0,0.4292499
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_45_897.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_45_897.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_45_897.jpg,0,0.6132874,0,0.8045527
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_45_967.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_45_967.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_45_967.jpg,0,0.7020912,0,1.447482
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_46_038.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_46_038.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_46_038.jpg,0,0.7203643,0,1.94384
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_46_107.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_46_107.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_46_107.jpg,0,0.7221351,0,2.582576
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_46_178.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_46_178.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_46_178.jpg,0,0.7199122,0,3.106464
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_46_249.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_46_249.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_46_249.jpg,0,0.7199122,0,3.780667
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_46_319.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_46_319.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_46_319.jpg,0,0.7199122,0,4.445185
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_46_391.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_46_391.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_46_391.jpg,0,0.7199122,0,4.940986
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_46_462.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_46_462.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_46_462.jpg,0,0.7176892,0,5.597586
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_46_534.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_46_534.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_46_534.jpg,0,0.7176892,0,6.085459
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_46_604.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_46_604.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_46_604.jpg,0,0.7176892,0,6.731474
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_46_674.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_46_674.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_46_674.jpg,0,0.7176892,0,7.212625
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_46_743.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_46_743.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_46_743.jpg,0,0.7176892,0,7.849705
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_46_815.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_46_815.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_46_815.jpg,0,0.7176892,0,8.324195
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_46_885.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_46_885.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_46_885.jpg,0,0.7176892,0,8.95247
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_46_956.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_46_956.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_46_956.jpg,-0.02255639,0.7176892,0,9.420297
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_47_027.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_47_027.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_47_027.jpg,-0.07518797,0.7176892,0,10.038
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_47_099.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_47_099.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_47_099.jpg,-0.1015038,0.7176892,0,10.49777
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_47_167.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_47_167.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_47_167.jpg,-0.112782,0.7176892,0,11.10711
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_47_236.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_47_236.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_47_236.jpg,-0.112782,0.7176892,0,11.43021
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_47_309.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_47_309.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_47_309.jpg,-0.112782,0.7176892,0,12.23619
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_47_377.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_47_377.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_47_377.jpg,-0.1428571,0.7176892,0,12.78723
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_47_446.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_47_446.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_47_446.jpg,-0.2255639,0.7176892,0,13.00128
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_47_515.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_47_515.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_47_515.jpg,-0.2593985,0.7176892,0,13.26861
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_47_585.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_47_585.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_47_585.jpg,-0.3270677,0.7176892,0,14.15129
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_47_654.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_47_654.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_47_654.jpg,-0.3533835,0.7176892,0,14.71845
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_47_724.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_47_724.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_47_724.jpg,-0.3609022,0.7176892,0,15.31432
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_47_790.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_47_790.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_47_790.jpg,-0.3646617,0.7176892,0,15.45344
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_47_858.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_47_858.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_47_858.jpg,-0.3646617,0.7176892,0,16.18199
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_47_931.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_47_931.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_47_931.jpg,-0.3646617,0.7176892,0,16.72512
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_47_997.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_47_997.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_47_997.jpg,-0.3646617,0.7176892,0,16.82472
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_48_065.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_48_065.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_48_065.jpg,-0.3646617,0.7176892,0,17.38892
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_48_131.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_48_131.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_48_131.jpg,-0.3233083,0.7176892,0,18.10921
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_48_202.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_48_202.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_48_202.jpg,-0.2481203,0.7148635,0,18.65716
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_48_271.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_48_271.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_48_271.jpg,-0.2218045,0.7026939,0,18.82867
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_48_344.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_48_344.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_48_344.jpg,-0.2030075,0.6963643,0,19.3686
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_48_411.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_48_411.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_48_411.jpg,-0.1804511,0.6941037,0,19.96497
C:\Users\bill_\Desktop\car\IMG\center_2020_05_03_14_22_48_481.jpg,C:\Users\bill_\Desktop\car\IMG\left_2020_05_03_14_22_48_481.jpg,C:\Users\bill_\Desktop\car\IMG\right_2020_05_03_14_22_48_481.jpg,-0.1804511,0.6941037,0,20.46984
